time	 y	 z	 f	 w	 l	 r	 u	 d	 m	 multi
   2.727  3643 2996  94 1  0  0 0 0 0 0  00000000
   2.738  3643 2994  95 1  0  0 0 0 0 0  00000000
   2.751  3643 2994  94 1  0  0 0 0 0 0  00000000
   2.763  3641 2990  87 1  0  0 0 0 0 0  00000000
   2.776  3619 2968  77 1  0  0 0 0 0 0  00000000
   2.787  3541 2931  48 1  0  0 0 0 0 0  00000000
   2.800  3541 2931   0 0  0  0 0 0 0 0  00000000
   3.011  3782 3026  96 1  0  0 0 0 0 0  00000000
   3.023  3780 3002  99 1  0  0 0 0 0 0  00000000
   3.036  3774 3002 103 1  0  0 0 0 0 0  00000000
   3.048  3743 3000 103 1  0  0 0 0 0 0  00000000
   3.061  3743 2995 103 1  0  0 0 0 0 0  00000000
   3.073  3742 2994 103 1  0  0 0 0 0 0  00000000
   3.099  3741 2994 104 1  0  0 0 0 0 0  00000000
   3.111  3741 2992 103 1  0  0 0 0 0 0  00000000
   3.122  3741 2986 104 1  0  0 0 0 0 0  00000000
   3.136  3741 2984 103 1  0  0 0 0 0 0  00000000
   3.148  3741 2983 102 1  0  0 0 0 0 0  00000000
   3.160  3745 2982 103 1  0  0 0 0 0 0  00000000
   3.172  3746 2982 103 1  0  0 0 0 0 0  00000000
   3.184  3747 2982 103 1  0  0 0 0 0 0  00000000
   3.197  3748 2982 104 1  0  0 0 0 0 0  00000000
   3.209  3749 2982 104 1  0  0 0 0 0 0  00000000
   3.223  3749 2982 105 1  0  0 0 0 0 0  00000000
   3.236  3750 2982 105 1  0  0 0 0 0 0  00000000
   3.247  3750 2983 105 1  0  0 0 0 0 0  00000000
   3.260  3751 2984 105 1  0  0 0 0 0 0  00000000
   3.274  3752 2985 105 1  0  0 0 0 0 0  00000000
   3.284  3752 2986 106 1  0  0 0 0 0 0  00000000
   3.296  3752 2987 105 1  0  0 0 0 0 0  00000000
   3.309  3752 2988 105 1  0  0 0 0 0 0  00000000
   3.322  3752 2989 105 1  0  0 0 0 0 0  00000000
   3.334  3752 2990 105 1  0  0 0 0 0 0  00000000
   3.346  3752 2991 104 1  0  0 0 0 0 0  00000000
   3.359  3752 2992 104 1  0  0 0 0 0 0  00000000
   3.371  3753 2991 103 1  0  0 0 0 0 0  00000000
   3.384  3754 2961 100 1  0  0 0 0 0 0  00000000
   3.395  3736 2925  89 1  0  0 0 0 0 0  00000000
   3.408  3763 2923  78 1  0  0 0 0 0 0  00000000
   3.420  3812 2917  56 1  0  0 0 0 0 0  00000000
   3.432  3812 2917   0 0  0  0 0 0 0 0  00000000
   3.569  4126 2782  96 1  0  0 0 0 0 0  00000000
   3.582  4127 2780  96 1  0  0 0 0 0 0  00000000
   3.594  4128 2778  97 1  0  0 0 0 0 0  00000000
   3.607  4110 2771  86 1  0  0 0 0 0 0  00000000
   3.619  4108 2721  70 1  0  0 0 0 0 0  00000000
   3.631  4106 2721  53 1  0  0 0 0 0 0  00000000
   3.643  4106 2721   0 0  0  0 0 0 0 0  00000000
   3.831  3936 2917  77 1  0  0 0 0 0 0  00000000
   3.843  3936 2917  89 1  0  0 0 0 0 0  00000000
   3.856  3936 2917  96 1  0  0 0 0 0 0  00000000
   3.866  3936 2917  94 1  0  0 0 0 0 0  00000000
   3.880  3932 2917  87 1  0  0 0 0 0 0  00000000
   3.892  3833 2867  60 1  0  0 0 0 0 0  00000000
   3.904  3833 2867   0 0  0  0 0 0 0 0  00000000
   4.103  2982 3206  42 1  0  0 0 0 0 0  00000000
   4.115  3039 3268  92 1  0  0 0 0 0 0  00000000
   4.128  3040 3266  96 1  0  0 0 0 0 0  00000000
   4.140  3045 3243  97 1  0  0 0 0 0 0  00000000
   4.153  3046 3226  93 1  0  0 0 0 0 0  00000000
   4.166  3068 3177  82 1  0  0 0 0 0 0  00000000
   4.177  3119 3112  66 1  0  0 0 0 0 0  00000000
   4.189  3119 3112   0 0  0  0 0 0 0 0  00000000
   4.377  4335 2824  89 1  0  0 0 0 0 0  00000000
   4.389  4335 2822  91 1  0  0 0 0 0 0  00000000
   4.401  4335 2820  92 1  0  0 0 0 0 0  00000000
   4.414  4335 2799  88 1  0  0 0 0 0 0  00000000
   4.425  4333 2783  81 1  0  0 0 0 0 0  00000000
   4.438  4292 2783  66 1  0  0 0 0 0 0  00000000
   4.450  4199 2812  41 1  0  0 0 0 0 0  00000000
   4.462  4199 2812   0 0  0  0 0 0 0 0  00000000
   4.636  3275 3076  41 1  0  0 0 0 0 0  00000000
   4.649  3300 3097  87 1  0  0 0 0 0 0  00000000
   4.661  3300 3093  91 1  0  0 0 0 0 0  00000000
   4.674  3301 3092  92 1  0  0 0 0 0 0  00000000
   4.686  3302 3087  89 1  0  0 0 0 0 0  00000000
   4.699  3334 3046  82 1  0  0 0 0 0 0  00000000
   4.711  3413 3019  72 1  0  0 0 0 0 0  00000000
   4.723  3527 2976  48 1  0  0 0 0 0 0  00000000
   4.735  3527 2976   0 0  0  0 0 0 0 0  00000000
   4.885  4370 2782  45 1  0  0 0 0 0 0  00000000
   4.898  4370 2819  79 1  0  0 0 0 0 0  00000000
   4.910  4370 2819  82 1  0  0 0 0 0 0  00000000
   4.923  4370 2820  84 1  0  0 0 0 0 0  00000000
   4.933  4370 2821  81 1  0  0 0 0 0 0  00000000
   4.946  4370 2821  72 1  0  0 0 0 0 0  00000000
   4.959  4326 2822  58 1  0  0 0 0 0 0  00000000
   4.972  4326 2822   0 0  0  0 0 0 0 0  00000000
   5.183  3632 3073  86 1  0  0 0 0 0 0  00000000
   5.195  3613 3039  92 1  0  0 0 0 0 0  00000000
   5.208  3611 3039  98 1  0  0 0 0 0 0  00000000
   5.220  3591 3039 100 1  0  0 0 0 0 0  00000000
   5.232  3591 3037 101 1  0  0 0 0 0 0  00000000
   5.245  3589 3036  99 1  0  0 0 0 0 0  00000000
   5.257  3588 3031 100 1  0  0 0 0 0 0  00000000
   5.270  3588 3027 100 1  0  0 0 0 0 0  00000000
   5.282  3588 3022 100 1  0  0 0 0 0 0  00000000
   5.295  3588 3017  99 1  0  0 0 0 0 0  00000000
   5.332  3588 3017 101 1  0  0 0 0 0 0  00000000
   5.356  3588 3033 101 1  0  0 0 0 0 0  00000000
   5.382  3588 3033 102 1  0  0 0 0 0 0  00000000
   5.394  3588 3033 103 1  0  0 0 0 0 0  00000000
   5.406  3588 3033 102 1  0  0 0 0 0 0  00000000
   5.419  3588 3033 103 1  0  0 0 0 0 0  00000000
   5.457  3588 3033 102 1  0  0 0 0 0 0  00000000
   5.469  3588 3033 105 1  0  0 0 0 0 0  00000000
   5.481  3586 3033 103 1  0  0 0 0 0 0  00000000
   5.518  3586 3033 102 1  0  0 0 0 0 0  00000000
   5.531  3586 3033 103 1  0  0 0 0 0 0  00000000
   5.567  3586 3033 104 1  0  0 0 0 0 0  00000000
   5.580  3586 3033 103 1  0  0 0 0 0 0  00000000
   5.604  3586 3033 104 1  0  0 0 0 0 0  00000000
   5.616  3586 3033 103 1  0  0 0 0 0 0  00000000
   5.629  3586 3033 102 1  0  0 0 0 0 0  00000000
   5.679  3586 3033 101 1  0  0 0 0 0 0  00000000
   5.692  3585 3033 102 1  0  0 0 0 0 0  00000000
   5.704  3585 3034 103 1  0  0 0 0 0 0  00000000
   5.717  3585 3034 101 1  0  0 0 0 0 0  00000000
   5.728  3584 3034 103 1  0  0 0 0 0 0  00000000
   5.741  3582 3034 103 1  0  0 0 0 0 0  00000000
   5.753  3582 3034 102 1  0  0 0 0 0 0  00000000
   5.766  3580 3034 103 1  0  0 0 0 0 0  00000000
   5.791  3580 3033 101 1  0  0 0 0 0 0  00000000
   5.816  3580 3032 102 1  0  0 0 0 0 0  00000000
   5.828  3580 3030 102 1  0  0 0 0 0 0  00000000
   5.840  3580 3025 100 1  0  0 0 0 0 0  00000000
   5.853  3580 2995  94 1  0  0 0 0 0 0  00000000
   5.865  3580 2995  77 1  0  0 0 0 0 0  00000000
   5.878  3609 3027  39 1  0  0 0 0 0 0  00000000
   5.888  3609 3027   0 0  0  0 0 0 0 0  00000000
