time	 y	 z	 f	 w	 l	 r	 u	 d	 m	 multi
   0.000  4035 3129   0 0  0  0 0 0 0 0  00000000
   1.003  2709 3271  79 1  0  0 0 0 0 0  00000000
   1.029  2709 3269  82 1  0  0 0 0 0 0  00000000
   1.041  2709 3265  82 1  0  0 0 0 0 0  00000000
   1.052  2709 3264  80 1  0  0 0 0 0 0  00000000
   1.065  2713 3264  79 1  0  0 0 0 0 0  00000000
   1.077  2746 3271  76 1  0  0 0 0 0 0  00000000
   1.091  2770 3272  73 1  0  0 0 0 0 0  00000000
   1.102  2792 3305  67 1  0  0 0 0 0 0  00000000
   1.115  2829 3306  55 1  0  0 0 0 0 0  00000000
   1.126  2829 3306   0 0  0  0 0 0 0 0  00000000
   1.214  4245 2503  43 1  0  0 0 0 0 0  00000000
   1.226  4191 2504  69 1  0  0 0 0 0 0  00000000
   1.239  4191 2504  68 1  0  0 0 0 0 0  00000000
   1.251  4191 2504  70 1  0  0 0 0 0 0  00000000
   1.276  4191 2504  71 1  0  0 0 0 0 0  00000000
   1.288  4191 2505  71 1  0  0 0 0 0 0  00000000
   1.301  4191 2506  70 1  0  0 0 0 0 0  00000000
   1.314  4191 2506  69 1  0  0 0 0 0 0  00000000
   1.338  4211 2506  67 1  0  0 0 0 0 0  00000000
   1.350  4229 2511  65 1  0  0 0 0 0 0  00000000
   1.363  4264 2515  61 1  0  0 0 0 0 0  00000000
   1.376  4303 2509  53 1  0  0 0 0 0 0  00000000
   1.388  4349 2504  40 1  0  0 0 0 0 0  00000000
   1.399  4349 2504   0 0  0  0 0 0 0 0  00000000
   1.475  2632 3193  86 1  0  0 0 0 0 0  00000000
   1.488  2632 3163  82 1  0  0 0 0 0 0  00000000
   1.499  2630 3163  85 1  0  0 0 0 0 0  00000000
   1.512  2628 3163  85 1  0  0 0 0 0 0  00000000
   1.525  2627 3163  85 1  0  0 0 0 0 0  00000000
   1.537  2626 3161  82 1  0  0 0 0 0 0  00000000
   1.549  2626 3159  80 1  0  0 0 0 0 0  00000000
   1.561  2626 3157  79 1  0  0 0 0 0 0  00000000
   1.573  2626 3157  77 1  0  0 0 0 0 0  00000000
   1.586  2626 3158  73 1  0  0 0 0 0 0  00000000
   1.598  2645 3164  69 1  0  0 0 0 0 0  00000000
   1.611  2688 3171  61 1  0  0 0 0 0 0  00000000
   1.623  2688 3224  50 1  0  0 0 0 0 0  00000000
   1.636  2688 3224   0 0  0  0 0 0 0 0  00000000
   1.748  4259 2364  72 1  0  0 0 0 0 0  00000000
   1.760  4258 2348  65 1  0  0 0 0 0 0  00000000
   1.772  4256 2348  69 1  0  0 0 0 0 0  00000000
   1.785  4252 2348  69 1  0  0 0 0 0 0  00000000
   1.797  4252 2348  70 1  0  0 0 0 0 0  00000000
   1.810  4252 2349  70 1  0  0 0 0 0 0  00000000
   1.822  4252 2350  68 1  0  0 0 0 0 0  00000000
   1.834  4256 2374  67 1  0  0 0 0 0 0  00000000
   1.847  4279 2375  61 1  0  0 0 0 0 0  00000000
   1.859  4324 2409  46 1  0  0 0 0 0 0  00000000
   1.871  4324 2409   0 0  0  0 0 0 0 0  00000000
   2.032  2490 3258  82 1  0  0 0 0 0 0  00000000
   2.045  2488 3211  74 1  0  0 0 0 0 0  00000000
