time	 y	 z	 f	 w	 l	 r	 u	 d	 m	 multi
   0.000  4018 3065   0 0  0  0 0 0 0 0  00000000
   0.564  4142 2778  87 1  0  0 0 0 0 0  00000000
   0.590  4113 2743  97 1  0  0 0 0 0 0  00000000
   0.601  4113 2741  98 1  0  0 0 0 0 0  00000000
   0.615  4113 2736  97 1  0  0 0 0 0 0  00000000
   0.627  4112 2731  96 1  0  0 0 0 0 0  00000000
   0.640  4112 2725  95 1  0  0 0 0 0 0  00000000
   0.650  4113 2718  94 1  0  0 0 0 0 0  00000000
   0.664  4117 2712  92 1  0  0 0 0 0 0  00000000
   0.677  4122 2710  92 1  0  0 0 0 0 0  00000000
   0.688  4123 2708  92 1  0  0 0 0 0 0  00000000
   0.701  4129 2708  93 1  0  0 0 0 0 0  00000000
   0.714  4130 2708  93 1  0  0 0 0 0 0  00000000
   0.725  4131 2708  93 1  0  0 0 0 0 0  00000000
   0.739  4132 2708  94 1  0  0 0 0 0 0  00000000
   0.751  4133 2708  95 1  0  0 0 0 0 0  00000000
   0.762  4134 2708  94 1  0  0 0 0 0 0  00000000
   0.775  4135 2708  95 1  0  0 0 0 0 0  00000000
   0.813  4135 2706  95 1  0  0 0 0 0 0  00000000
   0.850  4133 2706  95 1  0  0 0 0 0 0  00000000
   0.875  4133 2706  96 1  0  0 0 0 0 0  00000000
   0.886  4133 2706  95 1  0  0 0 0 0 0  00000000
   0.899  4133 2706  96 1  0  0 0 0 0 0  00000000
   0.912  4133 2706  95 1  0  0 0 0 0 0  00000000
   0.937  4133 2705  95 1  0  0 0 0 0 0  00000000
   0.950  4133 2705  96 1  0  0 0 0 0 0  00000000
   0.961  4133 2703  96 1  0  0 0 0 0 0  00000000
   0.986  4133 2701  96 1  0  0 0 0 0 0  00000000
   1.024  4132 2701  96 1  0  0 0 0 0 0  00000000
   1.049  4132 2701  97 1  0  0 0 0 0 0  00000000
   1.074  4132 2701  96 1  0  0 0 0 0 0  00000000
   1.087  4132 2701  97 1  0  0 0 0 0 0  00000000
   1.098  4132 2701  98 1  0  0 0 0 0 0  00000000
   1.109  4132 2701  96 1  0  0 0 0 0 0  00000000
   1.137  4132 2701  97 1  0  0 0 0 0 0  00000000
   1.149  4132 2701  96 1  0  0 0 0 0 0  00000000
   1.161  4131 2701  96 1  0  0 0 0 0 0  00000000
   1.173  4131 2699  93 1  0  0 0 0 0 0  00000000
   1.185  4129 2705  87 1  0  0 0 0 0 0  00000000
   1.197  4071 2736  68 1  0  0 0 0 0 0  00000000
   1.210  4071 2736   0 0  0  0 0 0 0 0  00000000
   1.583  4071 2873  81 1  0  0 0 0 0 0  00000000
   1.595  4055 2804  88 1  0  0 0 0 0 0  00000000
   1.607  4055 2777  93 1  0  0 0 0 0 0  00000000
   1.619  4055 2775  95 1  0  0 0 0 0 0  00000000
   1.632  4055 2755  94 1  0  0 0 0 0 0  00000000
   1.644  4055 2753  92 1  0  0 0 0 0 0  00000000
   1.656  4055 2747  90 1  0  0 0 0 0 0  00000000
   1.669  4059 2741  87 1  0  0 0 0 0 0  00000000
   1.681  4079 2736  86 1  0  0 0 0 0 0  00000000
   1.694  4079 2735  85 1  0  0 0 0 0 0  00000000
   1.706  4079 2735  84 1  0  0 0 0 0 0  00000000
   1.718  4080 2735  85 1  0  0 0 0 0 0  00000000
   1.731  4081 2735  83 1  0  0 0 0 0 0  00000000
   1.744  4082 2735  84 1  0  0 0 0 0 0  00000000
   1.755  4083 2735  83 1  0  0 0 0 0 0  00000000
   1.768  4084 2735  82 1  0  0 0 0 0 0  00000000
   1.781  4088 2735  81 1  0  0 0 0 0 0  00000000
   1.793  4113 2736  79 1  0  0 0 0 0 0  00000000
   1.805  4140 2740  76 1  0  0 0 0 0 0  00000000
   1.818  4181 2745  65 1  0  0 0 0 0 0  00000000
   1.829  4181 2745   0 0  0  0 0 0 0 0  00000000
   2.091  4568 2769  51 1  0  0 0 0 0 0  00000000
   2.103  4514 2767  81 1  0  0 0 0 0 0  00000000
   2.116  4494 2734  87 1  0  0 0 0 0 0  00000000
   2.128  4492 2732  89 1  0  0 0 0 0 0  00000000
   2.141  4472 2726  89 1  0  0 0 0 0 0  00000000
   2.153  4472 2720  89 1  0  0 0 0 0 0  00000000
   2.165  4472 2716  89 1  0  0 0 0 0 0  00000000
   2.178  4472 2710  87 1  0  0 0 0 0 0  00000000
   2.190  4491 2680  82 1  0  0 0 0 0 0  00000000
   2.203  4491 2680  79 1  0  0 0 0 0 0  00000000
   2.216  4489 2680  70 1  0  0 0 0 0 0  00000000
   2.227  4489 2680   0 0  0  0 0 0 0 0  00000000
   2.587  4114 2878  67 1  0  0 0 0 0 0  00000000
   2.599  4071 2832  85 1  0  0 0 0 0 0  00000000
   2.612  4067 2797  91 1  0  0 0 0 0 0  00000000
   2.625  4066 2797  96 1  0  0 0 0 0 0  00000000
   2.638  4065 2797  96 1  0  0 0 0 0 0  00000000
   2.651  4046 2796  93 1  0  0 0 0 0 0  00000000
   2.661  4046 2791  93 1  0  0 0 0 0 0  00000000
   2.674  4046 2789  93 1  0  0 0 0 0 0  00000000
   2.686  4044 2788  93 1  0  0 0 0 0 0  00000000
   2.699  4042 2786  93 1  0  0 0 0 0 0  00000000
   2.711  4042 2785  94 1  0  0 0 0 0 0  00000000
   2.724  4040 2785  95 1  0  0 0 0 0 0  00000000
   2.736  4038 2785  95 1  0  0 0 0 0 0  00000000
   2.749  4036 2785  95 1  0  0 0 0 0 0  00000000
   2.760  4035 2786  95 1  0  0 0 0 0 0  00000000
   2.786  4033 2786  97 1  0  0 0 0 0 0  00000000
   2.798  4033 2787  96 1  0  0 0 0 0 0  00000000
   2.809  4032 2788  96 1  0  0 0 0 0 0  00000000
   2.823  4032 2789  97 1  0  0 0 0 0 0  00000000
   2.835  4031 2790  97 1  0  0 0 0 0 0  00000000
   2.848  4029 2790  97 1  0  0 0 0 0 0  00000000
   2.884  4028 2791  98 1  0  0 0 0 0 0  00000000
   2.898  4028 2792  98 1  0  0 0 0 0 0  00000000
   2.909  4028 2793  98 1  0  0 0 0 0 0  00000000
   2.922  4027 2794  98 1  0  0 0 0 0 0  00000000
   2.935  4026 2799  99 1  0  0 0 0 0 0  00000000
   2.947  4026 2800  98 1  0  0 0 0 0 0  00000000
   2.960  4026 2804  99 1  0  0 0 0 0 0  00000000
   2.972  4026 2805  98 1  0  0 0 0 0 0  00000000
   2.984  4026 2806  98 1  0  0 0 0 0 0  00000000
   2.997  4026 2806  99 1  0  0 0 0 0 0  00000000
   3.010  4026 2806 100 1  0  0 0 0 0 0  00000000
   3.047  4025 2807 100 1  0  0 0 0 0 0  00000000
   3.059  4025 2812  99 1  0  0 0 0 0 0  00000000
   3.072  4025 2813 100 1  0  0 0 0 0 0  00000000
   3.084  4025 2814  99 1  0  0 0 0 0 0  00000000
   3.096  4025 2814 100 1  0  0 0 0 0 0  00000000
   3.107  4025 2814  99 1  0  0 0 0 0 0  00000000
   3.120  4026 2812  98 1  0  0 0 0 0 0  00000000
   3.133  4027 2810  98 1  0  0 0 0 0 0  00000000
   3.145  4050 2809  97 1  0  0 0 0 0 0  00000000
   3.158  4050 2807  95 1  0  0 0 0 0 0  00000000
   3.170  4068 2801  88 1  0  0 0 0 0 0  00000000
   3.183  4160 2800  83 1  0  0 0 0 0 0  00000000
   3.194  4207 2795  50 1  0  0 0 0 0 0  00000000
   3.205  4207 2795   0 0  0  0 0 0 0 0  00000000
   3.330  4835 2528  43 1  0  0 0 0 0 0  00000000
   3.343  4817 2547  91 1  0  0 0 0 0 0  00000000
   3.357  4816 2547  98 1  0  0 0 0 0 0  00000000
   3.369  4794 2548  98 1  0  0 0 0 0 0  00000000
   3.381  4792 2549  99 1  0  0 0 0 0 0  00000000
   3.393  4787 2549  94 1  0  0 0 0 0 0  00000000
   3.406  4787 2547  87 1  0  0 0 0 0 0  00000000
   3.419  4787 2547  65 1  0  0 0 0 0 0  00000000
   3.431  4787 2547   0 0  0  0 0 0 0 0  00000000
   3.580  4316 2837  72 1  0  0 0 0 0 0  00000000
   3.591  4275 2812  88 1  0  0 0 0 0 0  00000000
   3.604  4275 2813  95 1  0  0 0 0 0 0  00000000
   3.617  4271 2814  99 1  0  0 0 0 0 0  00000000
   3.629  4251 2819  98 1  0  0 0 0 0 0  00000000
   3.641  4249 2824  97 1  0  0 0 0 0 0  00000000
   3.654  4229 2825  98 1  0  0 0 0 0 0  00000000
   3.667  4229 2826  97 1  0  0 0 0 0 0  00000000
   3.679  4229 2826  98 1  0  0 0 0 0 0  00000000
   3.692  4229 2826  97 1  0  0 0 0 0 0  00000000
