0.000,0,0
1.177,88,1
1.189,88,1
1.201,83,1
1.214,76,1
1.227,58,1
1.238,0,0
1.599,58,1
1.611,56,1
1.624,57,1
1.636,57,1
1.648,57,1
1.662,57,1
1.674,57,1
1.685,56,1
1.698,46,1
1.710,0,0
1.946,87,1
1.959,79,1
1.970,86,1
1.983,86,1
1.996,85,1
2.009,84,1
2.022,78,1
2.033,47,1
2.045,0,0
2.061,58,1
2.070,57,1
2.082,58,1
2.095,58,1
2.107,57,1
2.120,58,1
2.132,59,1
2.144,60,1
2.159,59,1
2.169,58,1
2.183,57,1
2.194,55,1
2.207,55,1
2.219,54,1
2.232,53,1
2.246,53,1
2.256,54,1
2.269,55,1
2.281,55,1
2.296,56,1
2.306,55,1
2.319,55,1
2.331,55,1
2.340,55,1
2.350,54,1
2.369,49,1
2.380,45,1
2.393,0,0
2.480,90,1
2.492,73,1
2.509,81,1
2.518,83,1
2.530,77,1
2.542,72,1
2.554,44,1
2.566,0,0
2.840,84,1
2.852,71,1
2.864,74,1
2.890,73,1
2.902,72,1
2.915,48,1
2.926,0,0
2.965,90,1
2.977,82,1
2.991,81,1
3.004,80,1
3.015,77,1
3.027,76,1
3.038,71,1
3.052,67,1
3.063,62,1
3.075,51,1
3.088,0,0
3.188,78,1
3.200,64,1
3.213,67,1
3.229,67,1
3.238,66,1
3.250,67,1
3.263,67,1
3.275,66,1
3.287,64,1
3.300,62,1
3.312,59,1
3.324,53,1
3.337,0,0
3.412,94,1
3.424,85,1
3.436,87,1
3.462,86,1
3.473,83,1
3.486,76,1
3.498,44,1
3.509,0,0
