0.000,0,0
1.139,53,1
1.150,65,1
1.176,66,1
1.187,64,1
1.200,61,1
1.212,56,1
1.226,40,1
1.235,0,0
1.461,62,1
1.473,59,1
1.486,61,1
1.497,62,1
1.510,62,1
1.523,60,1
1.535,50,1
1.547,0,0
1.746,68,1
1.759,64,1
1.772,65,1
1.783,65,1
1.796,64,1
1.809,63,1
1.820,58,1
1.832,43,1
1.845,0,0
2.044,66,1
2.057,64,1
2.069,66,1
2.081,65,1
2.095,64,1
2.106,62,1
2.119,52,1
2.131,0,0
2.330,51,1
2.343,65,1
2.355,63,1
2.367,64,1
2.381,65,1
2.392,64,1
2.405,62,1
2.417,59,1
2.428,46,1
2.441,0,0
2.652,64,1
2.665,62,1
2.678,63,1
2.702,63,1
2.715,64,1
2.726,63,1
2.740,61,1
2.752,52,1
2.763,0,0
2.988,44,1
3.000,66,1
3.013,62,1
3.026,67,1
3.038,67,1
3.050,69,1
3.063,69,1
3.076,68,1
3.087,66,1
3.100,59,1
3.113,0,0
3.696,45,1
3.707,55,1
3.721,55,1
3.734,57,1
3.745,57,1
3.758,58,1
3.770,58,1
3.782,56,1
3.796,53,1
3.807,0,0
4.045,68,1
4.056,62,1
4.068,65,1
4.082,66,1
4.094,67,1
4.107,67,1
4.119,65,1
4.130,61,1
4.143,50,1
4.155,0,0
4.254,49,1
4.267,59,1
4.280,60,1
4.291,61,1
4.304,63,1
4.316,63,1
4.329,63,1
4.341,60,1
4.353,51,1
4.366,0,0
4.441,69,1
4.454,62,1
4.466,64,1
4.478,66,1
4.491,65,1
4.502,65,1
4.516,63,1
4.527,57,1
4.540,48,1
4.552,0,0
4.751,68,1
4.763,60,1
4.776,65,1
4.789,65,1
4.801,65,1
4.814,65,1
4.825,61,1
4.838,50,1
4.850,0,0
5.037,66,1
5.050,63,1
5.062,65,1
5.074,65,1
5.087,66,1
5.100,65,1
5.111,63,1
5.123,59,1
5.134,59,1
5.148,0,0
5.347,44,1
5.360,63,1
5.373,61,1
5.384,64,1
5.398,64,1
5.410,62,1
5.422,61,1
5.434,55,1
5.447,0,0
5.658,53,1
5.670,65,1
5.682,64,1
5.707,66,1
5.719,67,1
5.733,66,1
5.744,64,1
5.754,64,1
5.769,46,1
5.780,0,0
6.304,65,1
6.315,62,1
6.329,65,1
6.341,66,1
6.353,67,1
6.366,66,1
6.379,63,1
6.390,53,1
6.402,0,0
6.602,63,1
6.614,65,1
6.627,68,1
6.639,70,1
6.650,72,1
6.664,72,1
6.676,71,1
6.689,68,1
6.702,60,1
6.713,0,0
6.788,70,1
6.800,59,1
6.813,63,1
6.825,63,1
6.838,63,1
6.850,63,1
6.862,62,1
6.875,58,1
6.887,47,1
6.911,0,0
6.962,65,1
6.975,58,1
6.986,59,1
6.999,61,1
7.011,61,1
7.023,59,1
7.036,58,1
7.048,48,1
7.060,0,0
7.260,67,1
7.271,55,1
7.284,58,1
7.296,59,1
7.308,58,1
7.322,60,1
7.334,57,1
7.347,54,1
7.358,38,1
7.370,0,0
7.545,44,1
7.557,65,1
7.571,62,1
7.583,65,1
7.595,67,1
7.608,67,1
7.620,67,1
7.633,67,1
7.645,65,1
7.657,61,1
7.670,42,1
7.682,0,0
7.880,67,1
7.892,58,1
7.905,62,1
7.918,62,1
7.930,63,1
7.944,63,1
7.955,63,1
7.967,61,1
7.980,58,1
7.991,46,1
8.003,0,0
8.154,70,1
8.166,65,1
8.178,66,1
8.191,67,1
8.204,66,1
8.216,65,1
8.229,63,1
8.241,59,1
8.253,43,1
8.265,0,0
8.824,44,1
8.837,60,1
8.848,59,1
8.861,61,1
8.875,60,1
8.885,55,1
8.899,49,1
8.910,0,0
9.098,57,1
9.110,64,1
9.122,64,1
9.136,67,1
9.172,65,1
9.185,56,1
9.197,0,0
9.283,67,1
9.297,55,1
9.308,59,1
9.321,58,1
9.333,58,1
9.346,52,1
9.358,0,0
9.483,58,1
9.494,65,1
9.507,64,1
9.520,66,1
9.532,65,1
9.544,64,1
9.558,63,1
9.569,58,1
9.581,48,1
9.593,0,0
