0.000,0,0
0.837,75,1
0.848,71,1
0.861,66,1
0.873,53,1
0.885,0,0
1.110,44,1
1.122,48,1
1.135,47,1
1.159,47,1
1.172,46,1
1.196,44,1
1.208,43,1
1.222,37,1
1.233,0,0
1.271,78,1
1.283,74,1
1.296,77,1
1.309,76,1
1.321,75,1
1.333,73,1
1.346,72,1
1.358,70,1
1.370,68,1
1.382,65,1
1.395,60,1
1.408,44,1
1.420,0,0
1.495,39,1
1.507,53,1
1.520,51,1
1.531,52,1
1.543,52,1
1.558,52,1
1.568,53,1
1.581,53,1
1.595,53,1
1.605,52,1
1.619,51,1
1.632,46,1
1.642,0,0
1.755,92,1
1.768,85,1
1.780,86,1
1.793,81,1
1.805,72,1
1.817,41,1
1.828,0,0
