time	 y	 z	 f	 w	 l	 r	 u	 d	 m	 multi
   2.487  3957 3025  83 1  0  0 0 0 0 0  00000000
   2.500  3957 3023  80 1  0  0 0 0 0 0  00000000
   2.512  3958 3017  76 1  0  0 0 0 0 0  00000000
   2.524  3959 3015  70 1  0  0 0 0 0 0  00000000
   2.537  3987 3015  61 1  0  0 0 0 0 0  00000000
   2.548  3987 3015   0 0  0  0 0 0 0 0  00000000
   2.661  4083 2888  61 1  0  0 0 0 0 0  00000000
   2.673  4001 2931  88 1  0  0 0 0 0 0  00000000
   2.685  3980 2932  95 1  0  0 0 0 0 0  00000000
   2.698  3964 2953  98 1  0  0 0 0 0 0  00000000
   2.710  3964 2953  97 1  0  0 0 0 0 0  00000000
   2.722  3984 2933  92 1  0  0 0 0 0 0  00000000
   2.735  4009 2903  78 1  0  0 0 0 0 0  00000000
   2.747  4057 2947  45 1  0  0 0 0 0 0  00000000
   2.759  4057 2947   0 0  0  0 0 0 0 0  00000000
   2.834  3993 2883  86 1  0  0 0 0 0 0  00000000
   2.847  3973 2883  92 1  0  0 0 0 0 0  00000000
   2.858  3971 2911  97 1  0  0 0 0 0 0  00000000
   2.871  3966 2937 100 1  0  0 0 0 0 0  00000000
   2.884  3961 2938 100 1  0  0 0 0 0 0  00000000
   2.897  3960 2943 101 1  0  0 0 0 0 0  00000000
   2.909  3959 2967 101 1  0  0 0 0 0 0  00000000
   2.921  3959 2967 100 1  0  0 0 0 0 0  00000000
   2.946  3959 2968  99 1  0  0 0 0 0 0  00000000
   2.957  3959 2972 100 1  0  0 0 0 0 0  00000000
   2.970  3959 2995 100 1  0  0 0 0 0 0  00000000
   2.983  3959 2996 100 1  0  0 0 0 0 0  00000000
   2.995  3959 2997 101 1  0  0 0 0 0 0  00000000
   3.008  3959 2998 102 1  0  0 0 0 0 0  00000000
   3.020  3959 2999 101 1  0  0 0 0 0 0  00000000
   3.033  3959 3022 101 1  0  0 0 0 0 0  00000000
   3.045  3959 3022 103 1  0  0 0 0 0 0  00000000
   3.058  3959 3022 102 1  0  0 0 0 0 0  00000000
   3.095  3959 3022 103 1  0  0 0 0 0 0  00000000
   3.107  3959 3023 102 1  0  0 0 0 0 0  00000000
   3.120  3959 3024 103 1  0  0 0 0 0 0  00000000
   3.133  3959 3025 103 1  0  0 0 0 0 0  00000000
   3.145  3959 3026 103 1  0  0 0 0 0 0  00000000
   3.156  3959 3030 103 1  0  0 0 0 0 0  00000000
   3.169  3959 3035 103 1  0  0 0 0 0 0  00000000
   3.181  3959 3041 104 1  0  0 0 0 0 0  00000000
   3.194  3959 3046 103 1  0  0 0 0 0 0  00000000
   3.207  3959 3051 103 1  0  0 0 0 0 0  00000000
   3.218  3959 3052 102 1  0  0 0 0 0 0  00000000
   3.231  3959 3052 100 1  0  0 0 0 0 0  00000000
   3.243  3960 2991  92 1  0  0 0 0 0 0  00000000
   3.256  3991 2944  81 1  0  0 0 0 0 0  00000000
   3.268  4011 2942  60 1  0  0 0 0 0 0  00000000
   3.280  4011 2942   0 0  0  0 0 0 0 0  00000000
   3.345  3977 2941  86 1  0  0 0 0 0 0  00000000
   3.354  3935 2976  97 1  0  0 0 0 0 0  00000000
   3.367  3917 2999 102 1  0  0 0 0 0 0  00000000
   3.380  3917 3000 104 1  0  0 0 0 0 0  00000000
   3.393  3917 3005 105 1  0  0 0 0 0 0  00000000
   3.405  3917 3006 106 1  0  0 0 0 0 0  00000000
   3.417  3917 3007 105 1  0  0 0 0 0 0  00000000
   3.442  3917 3008 104 1  0  0 0 0 0 0  00000000
   3.454  3918 3009 104 1  0  0 0 0 0 0  00000000
   3.467  3919 3010 104 1  0  0 0 0 0 0  00000000
   3.479  3920 3011 105 1  0  0 0 0 0 0  00000000
   3.493  3921 3011 106 1  0  0 0 0 0 0  00000000
   3.505  3922 3011 105 1  0  0 0 0 0 0  00000000
   3.517  3922 3012 105 1  0  0 0 0 0 0  00000000
   3.530  3923 3012 105 1  0  0 0 0 0 0  00000000
   3.567  3923 3013 105 1  0  0 0 0 0 0  00000000
   3.578  3923 3014 105 1  0  0 0 0 0 0  00000000
   3.592  3923 3015 105 1  0  0 0 0 0 0  00000000
   3.604  3923 3015 104 1  0  0 0 0 0 0  00000000
   3.628  3923 3016 103 1  0  0 0 0 0 0  00000000
   3.641  3923 3016 102 1  0  0 0 0 0 0  00000000
   3.652  3923 3016 100 1  0  0 0 0 0 0  00000000
   3.665  3924 2993  96 1  0  0 0 0 0 0  00000000
   3.678  3953 2967  89 1  0  0 0 0 0 0  00000000
   3.690  3954 2965  69 1  0  0 0 0 0 0  00000000
   3.702  3954 2965   0 0  0  0 0 0 0 0  00000000
   3.778  3832 2933  82 1  0  0 0 0 0 0  00000000
   3.790  3799 2968  94 1  0  0 0 0 0 0  00000000
   3.803  3783 2992  99 1  0  0 0 0 0 0  00000000
   3.814  3783 2992 101 1  0  0 0 0 0 0  00000000
   3.827  3783 2992  99 1  0  0 0 0 0 0  00000000
   3.839  3784 2968  92 1  0  0 0 0 0 0  00000000
   3.852  3819 2928  76 1  0  0 0 0 0 0  00000000
   3.863  3819 2999  41 1  0  0 0 0 0 0  00000000
   3.875  3819 2999   0 0  0  0 0 0 0 0  00000000
   3.951  3797 2971  91 1  0  0 0 0 0 0  00000000
   3.962  3762 2972  98 1  0  0 0 0 0 0  00000000
   3.976  3760 2977 102 1  0  0 0 0 0 0  00000000
   3.989  3735 3012 105 1  0  0 0 0 0 0  00000000
   4.000  3735 3013 104 1  0  0 0 0 0 0  00000000
   4.013  3735 3013 105 1  0  0 0 0 0 0  00000000
   4.025  3736 3013 104 1  0  0 0 0 0 0  00000000
   4.038  3758 3013 101 1  0  0 0 0 0 0  00000000
   4.050  3758 3013  99 1  0  0 0 0 0 0  00000000
   4.075  3759 3013  98 1  0  0 0 0 0 0  00000000
   4.088  3763 3013  99 1  0  0 0 0 0 0  00000000
   4.100  3764 3014 100 1  0  0 0 0 0 0  00000000
   4.113  3764 3034 101 1  0  0 0 0 0 0  00000000
   4.138  3764 3034 104 1  0  0 0 0 0 0  00000000
   4.150  3764 3035 102 1  0  0 0 0 0 0  00000000
   4.162  3764 3039 103 1  0  0 0 0 0 0  00000000
   4.174  3764 3040 102 1  0  0 0 0 0 0  00000000
   4.188  3764 3062 103 1  0  0 0 0 0 0  00000000
   4.199  3762 3060 103 1  0  0 0 0 0 0  00000000
   4.212  3760 3060 102 1  0  0 0 0 0 0  00000000
   4.224  3758 3060 104 1  0  0 0 0 0 0  00000000
   4.236  3758 3061 104 1  0  0 0 0 0 0  00000000
   4.249  3758 3066 104 1  0  0 0 0 0 0  00000000
   4.262  3758 3070 104 1  0  0 0 0 0 0  00000000
   4.273  3756 3071 104 1  0  0 0 0 0 0  00000000
   4.286  3756 3072 104 1  0  0 0 0 0 0  00000000
   4.299  3756 3072 105 1  0  0 0 0 0 0  00000000
   4.311  3756 3073 105 1  0  0 0 0 0 0  00000000
   4.324  3756 3074 105 1  0  0 0 0 0 0  00000000
   4.361  3756 3075 105 1  0  0 0 0 0 0  00000000
   4.373  3756 3076 105 1  0  0 0 0 0 0  00000000
   4.410  3756 3076 106 1  0  0 0 0 0 0  00000000
   4.454  3756 3080 106 1  0  0 0 0 0 0  00000000
   4.547  3756 3080 107 1  0  0 0 0 0 0  00000000
   4.559  3756 3081 105 1  0  0 0 0 0 0  00000000
   4.571  3756 3081 106 1  0  0 0 0 0 0  00000000
   4.609  3756 3081 107 1  0  0 0 0 0 0  00000000
   4.621  3756 3081 106 1  0  0 0 0 0 0  00000000
   4.678  3756 3080 106 1  0  0 0 0 0 0  00000000
   4.720  3756 3078 106 1  0  0 0 0 0 0  00000000
   4.733  3756 3078 105 1  0  0 0 0 0 0  00000000
   4.746  3756 3078 107 1  0  0 0 0 0 0  00000000
   4.757  3756 3076 106 1  0  0 0 0 0 0  00000000
   4.769  3756 3076 105 1  0  0 0 0 0 0  00000000
   4.783  3756 3076 106 1  0  0 0 0 0 0  00000000
   4.808  3756 3072 105 1  0  0 0 0 0 0  00000000
   4.819  3756 3071 105 1  0  0 0 0 0 0  00000000
   4.832  3756 3071 106 1  0  0 0 0 0 0  00000000
   4.846  3756 3071 105 1  0  0 0 0 0 0  00000000
   4.857  3755 3071 106 1  0  0 0 0 0 0  00000000
   4.869  3755 3070 105 1  0  0 0 0 0 0  00000000
   4.882  3755 3070 106 1  0  0 0 0 0 0  00000000
   4.994  3755 3071 106 1  0  0 0 0 0 0  00000000
   5.006  3755 3071 105 1  0  0 0 0 0 0  00000000
   5.019  3755 3072 106 1  0  0 0 0 0 0  00000000
   5.030  3755 3073 107 1  0  0 0 0 0 0  00000000
   5.042  3755 3078 107 1  0  0 0 0 0 0  00000000
   5.055  3755 3079 106 1  0  0 0 0 0 0  00000000
   5.068  3755 3080 106 1  0  0 0 0 0 0  00000000
   5.080  3755 3080 107 1  0  0 0 0 0 0  00000000
   5.092  3755 3080 105 1  0  0 0 0 0 0  00000000
   5.130  3755 3079 104 1  0  0 0 0 0 0  00000000
   5.155  3755 3074 101 1  0  0 0 0 0 0  00000000
   5.167  3759 3033  95 1  0  0 0 0 0 0  00000000
   5.179  3810 3014  87 1  0  0 0 0 0 0  00000000
   5.192  3898 3046  65 1  0  0 0 0 0 0  00000000
   5.203  3898 3046   0 0  0  0 0 0 0 0  00000000
