time	 y	 z	 f	 w	 l	 r	 u	 d	 m	 multi
   5.272  3087 2619 100 1  0  0 0 0 0 0  00000000
   5.285  3087 2626 100 1  0  0 0 0 0 0  00000000
   5.297  3087 2627 101 1  0  0 0 0 0 0  00000000
   5.310  3087 2627 100 1  0  0 0 0 0 0  00000000
   5.333  3087 2625 100 1  0  0 0 0 0 0  00000000
   5.347  3087 2619  99 1  0  0 0 0 0 0  00000000
   5.358  3087 2612  97 1  0  0 0 0 0 0  00000000
   5.371  3110 2566  92 1  0  0 0 0 0 0  00000000
   5.384  3133 2543  83 1  0  0 0 0 0 0  00000000
   5.396  3183 2600  56 1  0  0 0 0 0 0  00000000
   5.408  3183 2600   0 0  0  0 0 0 0 0  00000000
   5.496  3283 2601  91 1  0  0 0 0 0 0  00000000
   5.509  3259 2602  95 1  0  0 0 0 0 0  00000000
   5.521  3228 2608 103 1  0  0 0 0 0 0  00000000
   5.533  3228 2633 104 1  0  0 0 0 0 0  00000000
   5.546  3252 2631  97 1  0  0 0 0 0 0  00000000
   5.557  3279 2600  86 1  0  0 0 0 0 0  00000000
   5.570  3325 2600  63 1  0  0 0 0 0 0  00000000
   5.582  3325 2600   0 0  0  0 0 0 0 0  00000000
   5.645  3345 2627  77 1  0  0 0 0 0 0  00000000
   5.658  3275 2680  94 1  0  0 0 0 0 0  00000000
   5.669  3233 2681 104 1  0  0 0 0 0 0  00000000
   5.682  3216 2721 106 1  0  0 0 0 0 0  00000000
   5.693  3216 2743 108 1  0  0 0 0 0 0  00000000
   5.706  3217 2744 106 1  0  0 0 0 0 0  00000000
   5.718  3253 2744  99 1  0  0 0 0 0 0  00000000
   5.732  3276 2713  89 1  0  0 0 0 0 0  00000000
   5.743  3301 2711  79 1  0  0 0 0 0 0  00000000
   5.756  3331 2736  58 1  0  0 0 0 0 0  00000000
   5.768  3331 2736   0 0  0  0 0 0 0 0  00000000
   5.955  2868 2765  91 1  0  0 0 0 0 0  00000000
   5.967  2845 2763  95 1  0  0 0 0 0 0  00000000
   5.980  2816 2763 102 1  0  0 0 0 0 0  00000000
   5.992  2814 2784 103 1  0  0 0 0 0 0  00000000
   6.029  2814 2784 100 1  0  0 0 0 0 0  00000000
   6.042  2815 2765  97 1  0  0 0 0 0 0  00000000
   6.053  2847 2765  92 1  0  0 0 0 0 0  00000000
   6.067  2920 2829  65 1  0  0 0 0 0 0  00000000
   6.078  2920 2829   0 0  0  0 0 0 0 0  00000000
