0.000,0,0
1.013,72,1
1.025,71,1
1.038,69,1
1.051,66,1
1.062,58,1
1.074,44,1
1.086,0,0
1.186,75,1
1.212,76,1
1.249,74,1
1.262,72,1
1.274,67,1
1.286,59,1
1.298,0,0
1.373,69,1
1.385,66,1
1.398,67,1
1.410,68,1
1.423,68,1
1.435,67,1
1.447,68,1
1.457,68,1
1.472,64,1
1.484,60,1
1.497,48,1
1.509,0,0
1.573,78,1
1.584,76,1
1.597,78,1
1.608,77,1
1.621,76,1
1.633,75,1
1.647,72,1
1.659,69,1
1.671,60,1
1.695,0,0
1.745,57,1
1.758,64,1
1.770,65,1
1.783,66,1
1.794,66,1
1.808,67,1
1.820,65,1
1.833,65,1
1.844,64,1
1.857,63,1
1.870,62,1
1.881,60,1
1.894,56,1
1.907,40,1
1.919,0,0
1.957,76,1
1.969,75,1
1.982,76,1
1.994,76,1
2.006,77,1
2.019,77,1
2.031,77,1
2.044,77,1
2.055,76,1
2.069,75,1
2.081,76,1
2.092,74,1
2.106,72,1
2.118,72,1
2.131,71,1
2.143,72,1
2.155,71,1
2.167,72,1
2.180,70,1
2.193,67,1
2.205,59,1
2.217,0,0
2.366,63,1
2.378,62,1
2.403,63,1
2.416,63,1
2.428,63,1
2.442,63,1
2.453,62,1
2.466,62,1
2.491,61,1
2.503,59,1
2.515,50,1
2.528,0,0
2.764,56,1
2.776,71,1
2.789,73,1
2.802,74,1
2.812,76,1
2.825,76,1
2.839,76,1
2.850,77,1
2.862,76,1
2.875,76,1
2.888,74,1
2.901,71,1
2.913,65,1
2.925,45,1
2.937,0,0
3.161,67,1
3.173,63,1
3.186,65,1
3.212,66,1
3.222,65,1
3.236,67,1
3.248,67,1
3.260,67,1
3.273,64,1
3.285,55,1
3.298,0,0
3.546,71,1
3.558,71,1
3.571,74,1
3.583,73,1
3.596,75,1
3.607,74,1
3.620,73,1
3.632,74,1
3.646,72,1
3.658,68,1
3.670,58,1
3.682,0,0
3.719,65,1
3.733,62,1
3.743,63,1
3.757,66,1
3.769,65,1
3.782,67,1
3.794,67,1
3.807,68,1
3.820,67,1
3.830,65,1
3.843,63,1
3.856,62,1
3.868,56,1
3.881,42,1
3.892,0,0
3.919,73,1
3.931,73,1
3.943,74,1
3.956,75,1
3.967,75,1
3.981,77,1
3.992,75,1
4.006,74,1
4.018,73,1
4.031,66,1
4.042,43,1
4.054,0,0
4.081,67,1
4.092,66,1
4.104,67,1
4.118,68,1
4.128,70,1
4.139,70,1
4.149,69,1
4.167,69,1
4.179,69,1
4.189,69,1
4.204,67,1
4.216,65,1
4.229,58,1
4.241,42,1
4.253,0,0
4.279,72,1
4.291,71,1
4.304,74,1
4.328,75,1
4.340,74,1
4.350,74,1
4.365,75,1
4.402,74,1
4.415,74,1
4.427,74,1
4.439,73,1
4.450,73,1
4.459,74,1
4.477,73,1
4.490,73,1
4.502,74,1
4.575,75,1
4.589,74,1
4.600,74,1
4.613,75,1
4.626,75,1
4.639,74,1
4.651,74,1
4.683,74,1
4.726,73,1
4.751,71,1
4.762,63,1
4.775,0,0
5.023,74,1
5.036,70,1
5.048,71,1
5.061,71,1
5.074,69,1
5.085,67,1
5.098,59,1
5.110,0,0
