0.000,0,0
0.253,80,1
0.266,79,1
0.291,78,1
0.303,77,1
0.316,75,1
0.328,74,1
0.342,71,1
0.355,70,1
0.365,67,1
0.378,61,1
0.390,45,1
0.402,0,0
0.453,56,1
0.464,57,1
0.477,59,1
0.489,58,1
0.515,57,1
0.526,58,1
0.539,58,1
0.552,57,1
0.565,56,1
0.577,55,1
0.589,53,1
0.601,51,1
0.613,43,1
0.626,0,0
0.689,92,1
0.702,91,1
0.713,92,1
0.726,91,1
0.738,90,1
0.751,88,1
0.763,86,1
0.776,83,1
0.788,80,1
0.800,79,1
0.813,75,1
0.824,73,1
0.838,66,1
0.849,42,1
0.861,0,0
0.937,96,1
0.950,98,1
0.974,96,1
0.986,95,1
0.998,93,1
1.011,89,1
1.024,86,1
1.036,81,1
1.048,67,1
1.060,47,1
1.071,0,0
1.322,65,1
1.334,92,1
1.346,95,1
1.359,98,1
1.371,97,1
1.384,91,1
1.396,66,1
1.408,0,0
1.420,99,1
1.432,100,1
1.445,100,1
1.459,100,1
1.471,99,1
1.483,97,1
1.496,93,1
1.507,83,1
1.520,69,1
1.532,0,0
1.780,87,1
1.792,86,1
1.805,91,1
1.819,91,1
1.831,88,1
1.843,85,1
1.856,72,1
1.866,0,0
1.893,106,1
1.904,108,1
1.918,111,1
1.931,110,1
1.943,108,1
1.956,105,1
1.967,99,1
1.979,88,1
1.992,74,1
2.004,46,1
2.016,0,0
2.227,46,1
2.241,91,1
2.252,93,1
2.266,94,1
2.278,93,1
2.290,92,1
2.302,84,1
2.314,44,1
2.326,0,0
2.341,105,1
2.352,101,1
2.364,113,1
2.377,115,1
2.389,115,1
2.403,113,1
2.413,112,1
2.427,110,1
2.439,104,1
2.452,98,1
2.464,95,1
2.475,92,1
2.488,85,1
2.501,73,1
2.513,62,1
2.525,44,1
2.538,0,0
2.725,98,1
2.737,95,1
2.749,94,1
2.762,91,1
2.774,85,1
2.787,71,1
2.799,0,0
