0.000,0,0
0.298,35,1
0.310,52,1
0.322,57,1
0.334,58,1
0.346,57,1
0.358,52,1
0.370,40,1
0.382,0,0
0.570,69,1
0.581,88,1
0.594,94,1
0.607,95,1
0.619,94,1
0.631,90,1
0.643,87,1
0.656,80,1
0.669,74,1
0.681,57,1
0.693,0,0
0.905,92,1
0.917,93,1
0.929,95,1
0.941,96,1
0.954,95,1
0.967,95,1
0.980,93,1
0.992,89,1
1.004,64,1
1.016,0,0
1.041,94,1
1.053,88,1
1.066,92,1
1.079,92,1
1.091,91,1
1.103,88,1
1.116,81,1
1.128,80,1
1.141,77,1
1.152,73,1
1.167,70,1
1.177,68,1
1.190,69,1
1.202,69,1
1.216,68,1
1.228,68,1
1.240,70,1
1.249,70,1
1.270,71,1
1.289,71,1
1.302,71,1
1.315,69,1
1.326,70,1
1.340,71,1
1.352,71,1
1.364,72,1
1.376,73,1
1.389,73,1
1.401,74,1
1.415,75,1
1.427,77,1
1.438,76,1
1.452,74,1
1.463,61,1
1.475,0,0
1.489,64,1
1.501,61,1
1.513,62,1
1.525,62,1
1.538,62,1
1.551,62,1
1.562,61,1
1.574,61,1
1.587,61,1
1.599,61,1
1.612,60,1
1.625,59,1
1.638,59,1
1.650,57,1
1.662,57,1
1.674,56,1
1.687,53,1
1.699,51,1
1.712,48,1
1.723,47,1
1.749,44,1
1.761,0,0
1.848,82,1
1.861,79,1
1.873,82,1
1.887,82,1
1.899,82,1
1.911,80,1
1.923,78,1
1.935,71,1
1.948,0,0
1.998,82,1
2.009,73,1
2.021,72,1
2.034,70,1
2.046,67,1
2.066,65,1
2.084,57,1
2.096,54,1
2.109,48,1
2.121,0,0
2.259,74,1
2.271,79,1
2.283,83,1
2.295,82,1
2.308,81,1
2.320,71,1
2.331,0,0
2.357,52,1
2.369,94,1
2.407,91,1
2.419,87,1
2.433,79,1
2.445,43,1
2.456,0,0
2.507,87,1
2.519,75,1
2.531,79,1
2.544,75,1
2.555,47,1
2.567,0,0
2.593,91,1
2.605,78,1
2.617,82,1
2.630,80,1
2.643,74,1
2.655,49,1
2.666,0,0
2.705,90,1
2.717,84,1
2.730,88,1
2.742,84,1
2.755,69,1
2.765,0,0
2.780,98,1
2.791,89,1
2.804,95,1
2.817,94,1
2.829,91,1
2.842,83,1
2.854,52,1
2.865,0,0
2.880,75,1
2.892,79,1
2.904,81,1
2.916,80,1
2.929,80,1
2.941,79,1
2.954,76,1
2.966,75,1
2.979,74,1
3.002,73,1
3.016,72,1
3.028,73,1
3.040,72,1
3.052,73,1
3.065,71,1
3.077,71,1
3.090,68,1
3.102,63,1
3.114,0,0
3.140,90,1
3.151,81,1
3.164,74,1
3.177,79,1
3.189,77,1
3.202,77,1
3.214,74,1
3.227,73,1
3.239,72,1
3.252,74,1
3.264,73,1
3.276,71,1
3.290,70,1
3.303,63,1
3.313,54,1
3.326,0,0
3.364,85,1
3.375,83,1
3.388,86,1
3.437,83,1
3.450,83,1
3.462,81,1
3.475,81,1
3.487,80,1
3.500,79,1
3.512,80,1
3.525,79,1
3.537,79,1
3.550,79,1
3.561,78,1
3.573,79,1
3.583,79,1
3.598,79,1
3.611,79,1
3.624,78,1
3.637,78,1
3.649,78,1
3.662,77,1
3.673,75,1
3.685,74,1
3.698,72,1
3.711,72,1
3.723,69,1
3.735,62,1
3.747,0,0
