time	 y	 z	 f	 w	 l	 r	 u	 d	 m	 multi
   0.000  4266 2164   0 0  0  0 0 0 0 0  00000000
   1.523  2435 3756  73 1  0  0 0 0 0 0  00000000
   1.549  2435 3754  76 1  0  0 0 0 0 0  00000000
   1.561  2435 3752  74 1  0  0 0 0 0 0  00000000
   1.574  2436 3752  73 1  0  0 0 0 0 0  00000000
   1.586  2481 3771  70 1  0  0 0 0 0 0  00000000
   1.598  2526 3772  64 1  0  0 0 0 0 0  00000000
   1.610  2586 3778  48 1  0  0 0 0 0 0  00000000
   1.622  2586 3778   0 0  0  0 0 0 0 0  00000000
   1.772  4075 2764  42 1  0  0 0 0 0 0  00000000
   1.785  3984 2733  72 1  0  0 0 0 0 0  00000000
   1.810  3984 2733  73 1  0  0 0 0 0 0  00000000
   1.835  3984 2733  72 1  0  0 0 0 0 0  00000000
   1.848  3985 2734  71 1  0  0 0 0 0 0  00000000
   1.858  4005 2763  68 1  0  0 0 0 0 0  00000000
   1.871  4036 2781  61 1  0  0 0 0 0 0  00000000
   1.883  4058 2781  44 1  0  0 0 0 0 0  00000000
   1.894  4058 2781   0 0  0  0 0 0 0 0  00000000
   2.032  2629 3783  53 1  0  0 0 0 0 0  00000000
   2.045  2580 3745  72 1  0  0 0 0 0 0  00000000
   2.057  2580 3745  75 1  0  0 0 0 0 0  00000000
   2.069  2578 3745  78 1  0  0 0 0 0 0  00000000
   2.082  2576 3745  76 1  0  0 0 0 0 0  00000000
   2.094  2576 3745  74 1  0  0 0 0 0 0  00000000
   2.106  2577 3745  71 1  0  0 0 0 0 0  00000000
   2.119  2601 3746  66 1  0  0 0 0 0 0  00000000
   2.131  2617 3767  54 1  0  0 0 0 0 0  00000000
   2.143  2617 3767   0 0  0  0 0 0 0 0  00000000
   2.282  3963 2792  73 1  0  0 0 0 0 0  00000000
   2.292  3963 2788  71 1  0  0 0 0 0 0  00000000
   2.305  3963 2782  73 1  0  0 0 0 0 0  00000000
   2.318  3963 2777  73 1  0  0 0 0 0 0  00000000
   2.331  3963 2776  73 1  0  0 0 0 0 0  00000000
   2.342  3963 2776  74 1  0  0 0 0 0 0  00000000
   2.356  3961 2776  72 1  0  0 0 0 0 0  00000000
   2.380  3961 2776  70 1  0  0 0 0 0 0  00000000
   2.393  3961 2776  67 1  0  0 0 0 0 0  00000000
   2.405  3992 2776  52 1  0  0 0 0 0 0  00000000
   2.417  3992 2776   0 0  0  0 0 0 0 0  00000000
   2.529  2505 3751  82 1  0  0 0 0 0 0  00000000
   2.540  2505 3732  80 1  0  0 0 0 0 0  00000000
   2.554  2503 3732  82 1  0  0 0 0 0 0  00000000
   2.566  2501 3732  82 1  0  0 0 0 0 0  00000000
   2.579  2501 3733  83 1  0  0 0 0 0 0  00000000
   2.591  2501 3734  80 1  0  0 0 0 0 0  00000000
   2.604  2501 3756  76 1  0  0 0 0 0 0  00000000
   2.615  2569 3757  65 1  0  0 0 0 0 0  00000000
   2.627  2625 3761  47 1  0  0 0 0 0 0  00000000
   2.639  2625 3761   0 0  0  0 0 0 0 0  00000000
   2.778  4092 2621  74 1  0  0 0 0 0 0  00000000
   2.789  4093 2619  71 1  0  0 0 0 0 0  00000000
   2.802  4094 2617  74 1  0  0 0 0 0 0  00000000
   2.814  4095 2612  73 1  0  0 0 0 0 0  00000000
   2.826  4096 2610  73 1  0  0 0 0 0 0  00000000
   2.839  4123 2608  69 1  0  0 0 0 0 0  00000000
   2.853  4124 2614  64 1  0  0 0 0 0 0  00000000
   2.865  4154 2615  45 1  0  0 0 0 0 0  00000000
   2.876  4154 2615   0 0  0  0 0 0 0 0  00000000
   3.051  2372 3765  85 1  0  0 0 0 0 0  00000000
   3.062  2370 3694  81 1  0  0 0 0 0 0  00000000
   3.075  2368 3695  86 1  0  0 0 0 0 0  00000000
   3.087  2363 3701  86 1  0  0 0 0 0 0  00000000
   3.100  2361 3727  86 1  0  0 0 0 0 0  00000000
   3.112  2361 3728  85 1  0  0 0 0 0 0  00000000
   3.125  2361 3733  83 1  0  0 0 0 0 0  00000000
   3.137  2361 3756  79 1  0  0 0 0 0 0  00000000
   3.149  2396 3757  76 1  0  0 0 0 0 0  00000000
   3.160  2432 3763  70 1  0  0 0 0 0 0  00000000
   3.170  2432 3768  70 1  0  0 0 0 0 0  00000000
   3.181  2531 3792  52 1  0  0 0 0 0 0  00000000
   3.191  2531 3792   0 0  0  0 0 0 0 0  00000000
   3.274  4190 2470  72 1  0  0 0 0 0 0  00000000
   3.284  4161 2427  73 1  0  0 0 0 0 0  00000000
   3.297  4161 2427  75 1  0  0 0 0 0 0  00000000
   3.310  4161 2423  75 1  0  0 0 0 0 0  00000000
   3.323  4161 2421  75 1  0  0 0 0 0 0  00000000
   3.348  4161 2421  73 1  0  0 0 0 0 0  00000000
   3.359  4195 2456  71 1  0  0 0 0 0 0  00000000
   3.372  4196 2482  70 1  0  0 0 0 0 0  00000000
   3.384  4229 2503  67 1  0  0 0 0 0 0  00000000
   3.397  4260 2533  56 1  0  0 0 0 0 0  00000000
   3.410  4260 2533   0 0  0  0 0 0 0 0  00000000
   3.546  2741 3603  85 1  0  0 0 0 0 0  00000000
   3.558  2741 3553  76 1  0  0 0 0 0 0  00000000
   3.571  2741 3553  81 1  0  0 0 0 0 0  00000000
   3.584  2741 3553  80 1  0  0 0 0 0 0  00000000
   3.596  2739 3553  79 1  0  0 0 0 0 0  00000000
   3.609  2739 3553  78 1  0  0 0 0 0 0  00000000
   3.621  2739 3572  76 1  0  0 0 0 0 0  00000000
   3.632  2739 3573  74 1  0  0 0 0 0 0  00000000
   3.646  2758 3598  70 1  0  0 0 0 0 0  00000000
   3.657  2785 3599  57 1  0  0 0 0 0 0  00000000
   3.670  2785 3599   0 0  0  0 0 0 0 0  00000000
   3.770  4263 2428  57 1  0  0 0 0 0 0  00000000
   3.782  4210 2428  73 1  0  0 0 0 0 0  00000000
   3.806  4210 2428  74 1  0  0 0 0 0 0  00000000
   3.819  4210 2429  75 1  0  0 0 0 0 0  00000000
   3.832  4210 2433  74 1  0  0 0 0 0 0  00000000
   3.845  4210 2438  73 1  0  0 0 0 0 0  00000000
   3.857  4210 2468  73 1  0  0 0 0 0 0  00000000
   3.870  4205 2492  72 1  0  0 0 0 0 0  00000000
   3.882  4203 2493  70 1  0  0 0 0 0 0  00000000
   3.893  4201 2524  65 1  0  0 0 0 0 0  00000000
   3.907  4201 2558  54 1  0  0 0 0 0 0  00000000
   3.918  4201 2558   0 0  0  0 0 0 0 0  00000000
   4.017  2571 3752  46 1  0  0 0 0 0 0  00000000
   4.030  2466 3752  84 1  0  0 0 0 0 0  00000000
   4.042  2466 3731  83 1  0  0 0 0 0 0  00000000
   4.055  2464 3729  85 1  0  0 0 0 0 0  00000000
   4.068  2460 3725  82 1  0  0 0 0 0 0  00000000
   4.080  2460 3724  79 1  0  0 0 0 0 0  00000000
   4.093  2479 3748  77 1  0  0 0 0 0 0  00000000
   4.105  2519 3784  71 1  0  0 0 0 0 0  00000000
   4.116  2596 3825  53 1  0  0 0 0 0 0  00000000
