0.000,0,0
1.783,69,1
1.809,69,1
1.823,67,1
1.833,64,1
1.847,62,1
1.859,55,1
1.871,44,1
1.882,0,0
1.996,80,1
2.008,75,1
2.021,78,1
2.032,76,1
2.046,75,1
2.058,72,1
2.070,70,1
2.082,62,1
2.094,41,1
2.105,0,0
2.218,78,1
2.231,74,1
2.243,76,1
2.255,75,1
2.268,73,1
2.281,68,1
2.293,61,1
2.305,43,1
2.316,0,0
2.455,85,1
2.466,78,1
2.482,77,1
2.492,77,1
2.504,76,1
2.517,74,1
2.528,73,1
2.541,71,1
2.557,69,1
2.567,63,1
2.579,49,1
2.590,0,0
2.815,81,1
2.827,77,1
2.839,80,1
2.852,80,1
2.865,76,1
2.877,72,1
2.888,63,1
2.901,0,0
2.938,96,1
2.963,94,1
2.977,93,1
2.989,88,1
3.001,80,1
3.013,61,1
3.025,0,0
3.247,0,0
3.261,60,1
3.273,60,1
3.286,61,1
3.299,61,1
3.310,60,1
3.323,56,1
3.336,42,1
3.346,0,0
3.373,81,1
3.385,92,1
3.398,89,1
3.410,88,1
3.422,87,1
3.435,83,1
3.448,68,1
3.458,0,0
3.758,86,1
3.770,88,1
3.783,89,1
3.794,89,1
3.808,82,1
3.820,68,1
3.832,0,0
3.870,100,1
3.881,88,1
3.895,91,1
3.907,94,1
3.920,95,1
3.932,91,1
3.944,86,1
3.956,85,1
3.969,82,1
3.983,80,1
3.995,77,1
4.007,69,1
4.018,59,1
4.032,41,1
4.042,0,0
4.253,0,0
4.268,101,1
4.279,100,1
4.291,100,1
4.304,102,1
4.316,92,1
4.329,81,1
4.341,49,1
4.353,0,0
